id,restaurant_id,customer_id,order_value,delivery_time_minutes,rating,nps_score,created_at,Data,Hora,dia_da_semana,hora_minutos,dia_da_semana_text
1e46fc45-3a53-4e6f-bea3-71990cd5773d,bf91b614-565d-4528-b83a-6d42b3786c5d,2504c07a-5a90-45eb-8c3b-ad44ed83831c,226.13,30.58,5,100.0,2024-08-04 21:49:09,2024-08-04,21:49:09,0,1309.15,Domingo
6e0682ff-24c7-474e-864a-6e164070460c,66b1153e-1c6c-4952-af36-d461b9e9dae2,aa3b7ba3-afa1-49a7-a183-e20fc9933765,147.25,44.49,1,0.78,2025-03-31 04:13:55,2025-03-31,04:13:55,1,253.92,Segunda-feira
69c28879-67bf-4140-aacb-6e3551c06b93,6ea34b03-d2ed-45ad-a6ff-d4973c3d4a14,3d3f958f-bd9f-4adc-a0ce-d4182763ecd6,95.62,5.02,4,83.39,2025-02-27 20:09:47,2025-02-27,20:09:47,4,1209.78,Quinta-feira
e8640815-dfd5-419e-93b1-ffb540ca19ee,b06e8a65-2163-4a1f-83a6-cfb34f2d2ad5,d51c3df2-87c2-4903-bf82-4c8c9827df32,67.05,39.09,1,-6.82,2024-08-30 13:45:27,2024-08-30,13:45:27,5,825.45,Sexta-feira
6a37cfae-53bc-44ff-bf84-ed29fb1220b8,900f3801-7fcf-4a47-8267-eedd8f937624,2e65f259-517f-463f-8429-6542bfe6161d,113.97,30.44,4,88.87,2024-01-16 11:37:06,2024-01-16,11:37:06,2,697.1,Terça-feira
7d5b4dfb-c88a-44f9-bd1b-8539f0938d8e,dfdb9901-6579-421d-a6f8-97ec689caabb,1d3dd87e-bd49-4f28-b0cf-80795911d883,115.15,29.43,3,66.94,2025-09-11 09:27:38,2025-09-11,09:27:38,4,567.63,Quinta-feira
79c8280d-cfb0-4506-a942-ee9e4fa3728c,40f788da-7579-4e0a-9cf5-662fb0b40dc2,7a8cc330-ba13-46ff-b47a-012c8acde935,22.25,4.0,5,100.0,2024-07-31 20:51:04,2024-07-31,20:51:04,3,1251.07,Quarta-feira
e0a78af2-0dd3-4748-8416-3ad42a06a2f1,41df143e-d350-4ff8-af27-92099003d00f,d1590d83-c046-41bd-b7f1-533436e79a31,86.22,4.0,3,53.83,2025-09-29 17:25:55,2025-09-29,17:25:55,1,1045.92,Segunda-feira
54976869-b831-49a6-bceb-61c4ac863b6f,8a577008-8ab8-4819-aaee-e32fdc63d274,f29158d1-2e64-4835-b02e-e9c8b2dca4ac,87.84,10.41,3,66.83,2024-01-31 17:38:16,2024-01-31,17:38:16,3,1058.27,Quarta-feira
dcd7c35d-30cf-4357-bc5b-e98896d8c14e,8bb45da5-2cc4-4f22-a593-403280f1e8ca,967e6c5d-ec39-44b9-b5e9-0ad9b37b9e09,74.41,27.24,5,100.0,2025-03-07 00:05:59,2025-03-07,00:05:59,5,5.98,Sexta-feira
8395ef1b-fb46-46e5-a60f-5736254b3bac,0a14ad1a-ba55-4b61-811a-4142feb8235f,02465632-caaf-4aa2-a6ec-80480b65a405,225.97,33.74,5,100.0,2025-11-24 10:13:34,2025-11-24,10:13:34,1,613.57,Segunda-feira
31abacdd-ca7d-44a8-a2e4-010f5aed261a,61e4e0c6-598e-45cc-bdc5-fc028beeee98,299c5c22-c25a-4c22-8ff9-8a1867562fea,45.74,23.29,1,5.69,2024-09-29 09:48:24,2024-09-29,09:48:24,0,588.4,Domingo
d8e97409-7163-4842-8b56-440123bf63d4,880c7007-be98-440f-9070-4caa5645c1ef,15d37131-49d1-4c44-8e12-0384e4648325,78.74,4.0,4,73.97,2024-12-22 21:51:24,2024-12-22,21:51:24,0,1311.4,Domingo
3544924f-b1ac-4c63-9ce5-d21d02f874ac,07681a07-4f41-4323-829d-49f8df0af899,f3e077bd-7d26-4f1e-b8cf-d194d9b4672c,173.91,52.49,4,69.38,2025-09-05 07:55:22,2025-09-05,07:55:22,5,475.37,Sexta-feira
d0fcc03f-8382-4662-8145-af6ad24c26b3,a60dedb3-e86c-4b3d-85d7-1e438fd7ab77,ed87fd39-fbcd-412d-9653-0f1fe93e49e5,63.78,29.74,5,100.0,2025-04-11 19:08:08,2025-04-11,19:08:08,5,1148.13,Sexta-feira
157a2e8f-f266-4f4d-8adc-e4ddf363c93b,4fc6632b-137c-4bab-954b-5bc540681f39,ebfc83ab-b8fc-4dc2-99d1-421575d09ef8,39.83,61.16,1,11.43,2024-05-22 05:12:39,2024-05-22,05:12:39,3,312.65,Quarta-feira
30f332ad-fcf6-40b9-9cf5-879a230f7db4,6c6a7853-64c3-4db0-befd-624422158ac1,64fa1577-5fb6-4633-8c8c-edab067aa8e3,144.29,37.28,5,93.9,2025-02-10 00:07:22,2025-02-10,00:07:22,1,7.37,Segunda-feira
03b75e1b-519f-4ade-a3b1-94658801914d,93a324f8-dbd1-4bf1-a70b-1e79e97a93d4,58a163e2-d87e-4a10-92fb-006d5a612e5b,37.32,27.64,5,93.43,2024-01-17 01:49:21,2024-01-17,01:49:21,3,109.35,Quarta-feira
a500a3d8-fb9e-4aba-85b2-994baafe1f53,a083c1c3-0714-4355-9099-f079e6f36325,c309e19e-992f-4b96-abc1-20f2b440247f,90.66,22.29,4,74.27,2024-04-29 08:27:10,2024-04-29,08:27:10,1,507.17,Segunda-feira
48bf7f45-e4b7-49d7-b44d-28fe6be7bc1a,cf257f54-2cb8-4873-a808-987d0a3b384d,64278df5-225c-4d70-864f-e89171099533,25.46,7.21,2,39.39,2025-05-21 18:52:29,2025-05-21,18:52:29,3,1132.48,Quarta-feira
83feeb93-e4cb-4cc7-8796-ae0088ea4dbf,ef2347c3-ad33-4b9f-8d3d-452689d006e1,1ec402a5-34c9-4875-8326-a8291c5289c8,59.26,33.11,2,33.33,2025-08-27 21:21:51,2025-08-27,21:21:51,3,1281.85,Quarta-feira
9075e57b-fed9-4ce4-8757-a858855bf2e7,e74a5534-34f1-48cd-9a5e-ba32dd0904ad,5b6f7a7c-5efe-4a59-b1cd-1f87bfc731f3,128.35,36.94,4,73.35,2025-10-17 13:11:08,2025-10-17,13:11:08,5,791.13,Sexta-feira
581255ff-c4e9-4620-96c5-c3a1002eefab,2fde4cc4-1fa6-46bf-baa7-f8f1e96a1c76,f7658162-4d2e-45aa-b826-2b58b5a9711c,106.1,9.01,5,96.48,2025-04-15 01:48:08,2025-04-15,01:48:08,2,108.13,Terça-feira
e78de76a-8993-4492-a3a7-68a757caf316,40579fdc-fae7-4e59-bb7b-9551f8e76427,206e9a77-a3a8-4005-ad4c-0b0d9efcca8d,80.9,26.24,4,71.45,2024-10-07 03:07:48,2024-10-07,03:07:48,1,187.8,Segunda-feira
66df8649-4d67-4194-b064-168dd9016b1a,1e72c2fa-4c70-4caf-8fca-052206005798,9c2c0807-dbe6-424d-91c0-2ebbf83820da,74.26,93.49,1,20.93,2024-03-08 17:30:56,2024-03-08,17:30:56,5,1050.93,Sexta-feira
be1f2a0d-658f-446f-9c47-8b8de946e827,ed1cdb06-dd4f-4a4b-9516-711f715a6ea5,a6935bbe-29ac-4a2d-8ab9-c225fabd01d5,81.33,66.6,4,82.98,2024-11-26 07:43:20,2024-11-26,07:43:20,2,463.33,Terça-feira
b14980b4-f829-4d58-910c-e08af3530cc6,e126b852-5dfb-4b2f-8e8d-239894cef0e9,abfabb0b-34c5-4fc0-bacd-3cfbccb05963,82.95,31.37,3,53.08,2025-12-20 15:21:25,2025-12-20,15:21:25,6,921.42,Sábado
75a92c92-a77c-4c85-b1b1-6de96a9c7237,66c2429a-97c0-4307-8f3b-d8de5962b5cc,d939d1bf-401e-4615-b29c-1a1a4a49d334,86.09,38.22,1,17.49,2024-04-03 01:41:40,2024-04-03,01:41:40,3,101.67,Quarta-feira
a584e067-9245-44bd-967e-64b92e455f7d,a1e4213c-7c86-4161-9e6e-d3f14660e416,500325b9-ea48-4b1a-928d-fc944b5bfaf4,78.11,27.55,4,89.49,2025-12-08 09:48:10,2025-12-08,09:48:10,1,588.17,Segunda-feira
13da54b4-ec47-4ff4-a814-ff9c15cf95e5,9c796e68-d884-4aa6-ae94-1640707286b2,bd60879e-6b43-44cf-aaf7-92f52f2e6e74,50.27,18.28,4,75.72,2024-11-06 13:33:19,2024-11-06,13:33:19,3,813.32,Quarta-feira
62e1e761-3695-423e-9d31-975d2691de6e,127f0e2b-e590-4625-90bb-2e5866196423,11af1547-35f4-4e5e-82ee-703d733e5e1e,69.16,10.72,3,61.44,2025-05-07 22:06:00,2025-05-07,22:06:00,3,1326.0,Quarta-feira
703052ff-6bf0-4d0b-bcf0-0a918c0e3c52,211958c6-a2a4-4dca-84e9-25064df849df,348d6ac9-fcf2-4743-b8ff-9c0396e46f9b,144.02,7.74,3,50.4,2024-01-14 22:50:29,2024-01-14,22:50:29,0,1370.48,Domingo
35e9595f-111c-411a-b307-e5e0368fbe93,01302f68-fdba-4826-8f94-ccbc7dc8a78f,fa1c593f-7110-420b-a81a-3ed0f7bdd00c,125.62,34.16,2,47.89,2024-12-26 15:32:02,2024-12-26,15:32:02,4,932.03,Quinta-feira
823828ed-5b27-4972-b488-f19c5d545a15,89c4f5c4-924b-4ef1-8cd7-84f659b3f309,510c67f4-0fc7-4a85-bf36-0b32e69f130d,41.74,19.27,4,75.97,2024-01-14 20:47:56,2024-01-14,20:47:56,0,1247.93,Domingo
b67ff62d-a9bb-4718-abef-f18c6cd20c74,939c8ec7-152e-41dd-ae1d-e27d2f53a1ec,fa62eee7-732e-4171-809d-216d761344cb,80.01,45.57,4,83.75,2024-08-06 04:12:13,2024-08-06,04:12:13,2,252.22,Terça-feira
3413ef85-62d0-4bd0-a913-5427a265109d,05b40396-5ac4-4ebc-bc47-9b4d2f2d6672,55e63816-7969-401f-a5e9-73552ce0d6cd,13.41,4.0,4,72.34,2025-02-03 15:22:46,2025-02-03,15:22:46,1,922.77,Segunda-feira
76ab56dd-08b6-49a1-8c13-0f948042235b,41da45b2-3092-44ab-943b-c8d719842912,8a80fd0e-49ae-462c-8740-5401d5b49287,108.98,40.5,2,27.96,2025-06-07 02:41:19,2025-06-07,02:41:19,6,161.32,Sábado
e9fca505-23d9-490c-8a3c-383c5e8d0830,1648db75-b69c-4af6-b960-0d85cf9e2653,104066b9-e0ef-464e-959b-7e4efa7e462b,88.13,26.65,2,39.5,2024-07-14 06:38:35,2024-07-14,06:38:35,0,398.58,Domingo
d32c7bfc-dba0-4ef3-a15c-c1f957002137,dd8dcea2-1375-4c33-93df-fe6a328a2ff3,9d043876-d6e7-4224-b369-033e40dab419,123.71,22.67,4,81.29,2024-04-04 12:30:08,2024-04-04,12:30:08,4,750.13,Quinta-feira
25762aec-a058-477b-8fdb-a02e89ff2758,d16ba0cf-be60-4ede-b1d4-4481253d8651,8b372e8a-cef8-4fdc-b353-d2052a46b9b2,109.88,27.67,3,56.15,2025-02-11 03:02:18,2025-02-11,03:02:18,2,182.3,Terça-feira
b88582bf-dc61-4b4b-9610-83660569353b,e051b508-6e44-458b-b8e3-835207f01bab,6ce9efe1-23d7-4182-8807-bb45938f16f7,65.92,48.6,1,-24.1,2025-06-13 20:06:41,2025-06-13,20:06:41,5,1206.68,Sexta-feira
ff31f972-68fa-4bf6-a71a-340220788e21,a94bd2be-8d03-4f14-bd7e-a2d3f8e789fb,605dd225-2a1a-45b8-a1ef-107cbafe16c2,74.27,7.62,4,84.02,2024-04-21 21:53:01,2024-04-21,21:53:01,0,1313.02,Domingo
5a4e1494-9115-4c46-bbcf-11d69439674a,c17f867f-5c01-4e9f-b988-a167430eae09,5be350db-6807-49df-89ff-3c09b20c9ddf,106.71,30.94,5,98.9,2024-06-20 00:42:59,2024-06-20,00:42:59,4,42.98,Quinta-feira
d36795cc-503f-48b9-b0b5-5216adb226b2,1a098a2a-7251-44c5-b246-f3ffa9484493,094c881a-4d5a-4cc9-94b1-819810f09f19,188.25,33.76,3,61.29,2025-07-26 23:05:43,2025-07-26,23:05:43,6,1385.72,Sábado
89a233b4-a5bf-40bb-9380-2066ca34f1f3,be1eaba1-8400-4be2-9bbb-9140febfde4c,c65b9e37-e750-4c9b-b929-7660c9b1916c,263.14,29.24,4,79.3,2024-12-01 21:21:10,2024-12-01,21:21:10,0,1281.17,Domingo
914a28e6-0e9a-4b38-b065-e988b253b390,9ec3da79-56ce-44c9-974f-c658344c02f9,0103466e-e622-4e0d-a8b2-479cb20862b2,68.08,44.98,5,100.0,2024-10-09 23:24:23,2024-10-09,23:24:23,3,1404.38,Quarta-feira
3f6c74ad-c5f1-4134-8acb-c938a5623233,93812ab8-1f04-410b-abd8-7cc3e0940dab,f27843e9-9d25-497c-a385-7726f5b96397,28.37,31.88,3,58.99,2024-05-21 15:21:04,2024-05-21,15:21:04,2,921.07,Terça-feira
1795829f-cb33-443a-8dd6-52e45cfe3b9b,dc2c1b30-d1c3-488c-b166-3fb7751e57f8,ac881ec1-098c-44c9-8be1-86f8d2a0a60e,295.54,22.94,4,88.31,2024-09-12 19:29:19,2024-09-12,19:29:19,4,1169.32,Quinta-feira
f28c1297-e5aa-4e2d-99b4-bef0ce973c89,5a77af1d-4510-4c79-ab02-caef6b3c02ca,f4855396-f0c0-4323-99f6-aaa16dd5d2d9,48.77,20.53,1,15.99,2024-11-27 06:19:32,2024-11-27,06:19:32,3,379.53,Quarta-feira
f1ec36b5-172a-4547-bfb4-b08c474273cf,c84c34dd-7868-4ad9-8441-98590fbefd1b,d2430598-c5a0-48e8-822f-cd75dd5fe573,157.4,32.15,2,28.42,2025-10-05 01:46:18,2025-10-05,01:46:18,0,106.3,Domingo
